threshold,precision,recall,f1
0.0047307503,0.013041065482796892,0.9591836734693877,0.025732274839948385
0.0047312197,0.013042874982655751,0.9591836734693877,0.025735797396394654
0.0047319587,0.013044684984734944,0.9591836734693877,0.025739320917396356
0.0047334097,0.013046495489243581,0.9591836734693877,0.025742845403349722
0.0047347643,0.013048306496390895,0.9591836734693877,0.025746370854651198
0.0047349418,0.013050118006386228,0.9591836734693877,0.02574989727169745
0.0047353106,0.013051930019439044,0.9591836734693877,0.025753424654885358
0.0047398615,0.013053742535758922,0.9591836734693877,0.02575695300461202
0.0047402726,0.013055555555555556,0.9591836734693877,0.025760482321274758
0.0047423225,0.013057369079038756,0.9591836734693877,0.0257640126052711
0.004742575,0.013059183106418449,0.9591836734693877,0.025767543856998806
0.004743023,0.013060997637904682,0.9591836734693877,0.02577107607685583
0.004745781,0.013062812673707616,0.9591836734693877,0.025774609265240382
0.0047471845,0.013064628214037526,0.9591836734693877,0.025778143422550852
0.004747279,0.013066444259104809,0.9591836734693877,0.025781678549185873
0.0047478126,0.013068260809119978,0.9591836734693877,0.025785214645544292
0.004748818,0.01307007786429366,0.9591836734693877,0.025788751712025167
0.0047509074,0.013071895424836602,0.9591836734693877,0.025792289749027787
0.004751453,0.013073713490959666,0.9591836734693877,0.02579582875695164
0.004751949,0.013075532062873835,0.9591836734693877,0.02579936873619646
0.0047520194,0.013077351140790205,0.9591836734693877,0.025802909687162173
0.0047554686,0.013079170724919995,0.9591836734693877,0.025806451610248957
0.004755505,0.013080990815474534,0.9591836734693877,0.025809994505857182
0.004756518,0.013082811412665275,0.9591836734693877,0.025813538374387438
0.004756665,0.013084632516703786,0.9591836734693877,0.02581708321624056
